team_abbreviation,age,player_height,player_weight,college,country,draft_year,gp,pts,reb,ast,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
PHI,23,198.12,93.893544,Arizona,USA,2004,76,18.2,5.7,5.7,0.03,0.14,0.227,0.562,0.242
PHI,31,187.96,90.7184,Utah,USA,1999,80,13.4,4.4,7.8,0.04,0.099,0.19,0.52,0.329
TOR,21,213.36,113.398,None,Italy,2006,65,11.6,3.9,0.8,0.038,0.148,0.226,0.546,0.051
UTA,26,205.74,102.965384,None,Russia,1999,70,8.3,4.7,2.9,0.053,0.135,0.146,0.558,0.145
POR,22,198.12,103.872568,Washington,USA,2006,57,16.8,4.4,4,0.034,0.121,0.227,0.548,0.202
WAS,27,213.36,119.294696,North Carolina,USA,2001,77,6.6,6.2,0.6,0.124,0.185,0.136,0.571,0.04
SAS,35,200.66,95.25432,Oregon State,USA,1995,75,8.5,2.1,1.8,0.013,0.103,0.156,0.666,0.132
CHA,31,177.8,77.11064,Stanford,USA,1997,45,9.1,2.6,6.6,0.013,0.097,0.183,0.487,0.378
LAC,27,198.12,102.0582,Duke,USA,1999,75,16.9,5.9,2.8,0.049,0.184,0.258,0.583,0.16
SAC,33,200.66,111.13004,Arkansas,USA,1995,68,9.1,3.3,0.6,0.057,0.137,0.226,0.559,0.054
MIN,23,200.66,123.377024,Boston College,USA,2006,82,7.4,5.1,0.6,0.119,0.211,0.187,0.558,0.056
LAC,31,193.04,97.52228,Rhode Island,USA,1998,78,13.8,3.4,2.5,0.022,0.09,0.184,0.546,0.117
MEM,26,198.12,95.25432,Duke,USA,2003,78,7.5,2,0.9,0.035,0.079,0.174,0.542,0.066
DET,38,210.82,114.305184,Clemson,USA,1991,46,1.8,3,0.3,0.141,0.184,0.1,0.486,0.041
MIL,21,208.28,102.0582,None,USA,2006,30,1.7,1,0.2,0.076,0.129,0.193,0.449,0.059
MEM,33,177.8,78.925008,Arizona,USA,1995,62,7.5,2.2,4.8,0.024,0.089,0.174,0.493,0.313
POR,28,182.88,81.64656,Gonzaga,USA,2002,50,3.3,0.9,1.4,0.019,0.105,0.211,0.476,0.259
MIL,29,210.82,108.86208,UCLA,Netherlands,2002,54,4.8,4.6,0.5,0.126,0.218,0.17,0.482,0.053
LAC,24,190.5,83.91452,Duke,USA,2005,61,2.9,1.2,1.5,0.016,0.105,0.156,0.495,0.215
CLE,21,187.96,86.18248,Texas,USA,2006,60,4.6,1.5,1.2,0.032,0.077,0.135,0.556,0.11
IND,24,205.74,103.418976,New Mexico,USA,2005,82,13.9,4.6,1.4,0.047,0.114,0.182,0.573,0.07
WAS,29,205.74,112.490816,Wake Forest,Lithuania,2002,37,7.6,3.6,1,0.074,0.149,0.186,0.567,0.092
ORL,22,213.36,124.7378,None,Serbia,2003,80,8,5.5,1.1,0.097,0.185,0.189,0.492,0.081
IND,24,213.36,127.00576,Colorado,USA,2004,24,3,1.8,0.3,0.058,0.209,0.217,0.525,0.063
NYK,24,205.74,112.944408,Florida,USA,2005,58,10.7,10.4,1.8,0.136,0.266,0.145,0.652,0.095
MIL,23,198.12,104.32616,North Carolina,USA,2006,68,2.7,1.8,1,0.059,0.123,0.136,0.47,0.122
NJN,40,208.28,111.13004,Connecticut,USA,1989,50,4.1,2.4,1,0.037,0.112,0.132,0.434,0.092
NOK,26,205.74,108.86208,Xavier,USA,2003,52,18.3,8.2,2.2,0.076,0.189,0.235,0.532,0.103
SEA,24,208.28,106.59412,Maryland,USA,2002,82,13.5,7.7,1,0.082,0.211,0.193,0.568,0.05
MEM,30,203.2,111.13004,Purdue,USA,2000,28,4.5,2.1,1.1,0.046,0.185,0.176,0.655,0.169
LAL,26,205.74,117.026736,Illinois,USA,2003,65,6.9,3.3,1,0.071,0.178,0.211,0.525,0.1
BOS,29,205.74,106.59412,Southern California,USA,2001,54,4,1.9,1.1,0.029,0.096,0.11,0.537,0.092
MIL,31,205.74,120.20188,Baylor,USA,1998,67,4.4,5.7,0.9,0.085,0.218,0.11,0.511,0.054
UTA,20,198.12,97.52228,None,USA,2005,37,2.7,0.9,0.7,0.031,0.075,0.181,0.4,0.097
WAS,31,210.82,113.398,Penn State,USA,1999,44,1.6,1.8,0.4,0.08,0.17,0.092,0.49,0.067
UTA,25,205.74,120.655472,Duke,USA,2002,74,20.9,11.7,3,0.113,0.285,0.265,0.588,0.158
DET,24,198.12,104.32616,None,Argentina,2003,82,5.2,3.2,1.1,0.057,0.165,0.162,0.515,0.108
DEN,23,203.2,104.32616,Syracuse,USA,2003,65,28.9,6,3.8,0.068,0.113,0.335,0.552,0.183
WAS,27,200.66,103.418976,Connecticut,USA,2002,63,19.1,7.4,3.7,0.067,0.153,0.229,0.537,0.154
NOK,21,205.74,106.59412,North Carolina State,USA,2006,43,2.9,2.5,0.3,0.091,0.133,0.144,0.43,0.037
NYK,24,210.82,112.490816,Arizona,USA,2005,72,9.5,5.5,0.9,0.058,0.189,0.202,0.464,0.063
MIL,22,210.82,108.86208,Connecticut,USA,2005,39,11.8,5.8,0.9,0.074,0.197,0.217,0.547,0.058
DET,30,190.5,91.625584,Colorado,USA,1997,70,17,3.4,7.2,0.011,0.101,0.217,0.591,0.321
TOR,23,208.28,104.32616,Georgia Tech,USA,2003,69,22.6,10.7,2.5,0.082,0.245,0.268,0.577,0.115
CHI,24,185.42,83.91452,Duke,USA,2004,78,7.2,2.2,4,0.014,0.088,0.147,0.529,0.252
LAC,25,213.36,120.20188,Central Michigan,USA,2003,75,10.1,7.8,1.1,0.091,0.238,0.196,0.502,0.061
NOK,22,182.88,79.3786,Wake Forest,USA,2005,64,17.3,4.4,8.9,0.026,0.117,0.227,0.537,0.397
DET,34,208.28,111.13004,Michigan,USA,1993,61,11.2,7.2,3.1,0.082,0.218,0.215,0.482,0.17
ATL,21,205.74,106.59412,None,USA,2004,72,16.4,8.6,3.3,0.073,0.206,0.239,0.506,0.157
UTA,22,200.66,98.883056,Arkansas,USA,2006,56,4.6,1.3,0.4,0.064,0.072,0.166,0.566,0.057
LAL,24,208.28,112.944408,Gonzaga,France,2005,72,5.3,3.6,0.9,0.09,0.188,0.155,0.586,0.092
ATL,25,193.04,97.52228,Texas,USA,2004,53,3,1,0.8,0.034,0.084,0.161,0.496,0.14
MIL,31,195.58,101.151016,Cincinnati,USA,1998,81,14.7,5.4,2.9,0.089,0.117,0.222,0.578,0.154
MEM,20,205.74,99.79024,Connecticut,USA,2006,78,10.8,4.5,1.3,0.052,0.143,0.209,0.497,0.078
BOS,24,200.66,113.398,Providence,USA,2005,73,12.1,5.6,1.6,0.064,0.154,0.188,0.534,0.092
CHA,22,213.36,104.32616,UCLA,USA,2006,27,2.4,1.1,0,0.066,0.147,0.172,0.597,0.01
ATL,24,185.42,79.3786,Arizona,USA,2005,61,7.7,1.2,1,0.007,0.079,0.221,0.518,0.112
LAC,37,190.5,83.91452,Florida State,USA,1993,58,12.3,2.9,4.7,0.022,0.114,0.257,0.506,0.34
PHI,27,210.82,113.398,Seton Hall,Haiti,2001,82,10.7,8.9,0.8,0.116,0.235,0.168,0.581,0.041
LAL,23,200.66,88.45044,None,Slovenia,2004,73,4.3,1.5,0.9,0.034,0.105,0.155,0.54,0.107
MEM,31,205.74,108.86208,Kentucky,USA,1999,31,1.5,1.7,0.3,0.082,0.19,0.146,0.373,0.058
CHA,23,205.74,120.655472,North Carolina,USA,2005,35,11.9,6.7,1.9,0.106,0.219,0.233,0.551,0.139
BOS,22,182.88,72.57472,None,USA,2004,78,6.1,1.4,2.8,0.013,0.07,0.175,0.458,0.223
POR,21,190.5,76.203456,None,Spain,2006,67,3.7,1.4,3.3,0.027,0.104,0.175,0.493,0.416
LAL,32,185.42,91.171992,North Carolina,USA,1998,30,3.1,1.3,1,0.036,0.102,0.137,0.53,0.15
HOU,28,203.2,99.79024,Duke,USA,2001,82,10.1,4.1,2.1,0.026,0.103,0.121,0.589,0.092
CLE,21,193.04,92.98636,Michigan State,USA,2006,23,3.2,0.9,0.4,0.034,0.09,0.218,0.455,0.091
MIA,35,215.9,147.4174,Louisiana State,USA,1992,40,17.3,7.4,2,0.102,0.209,0.302,0.567,0.138
CLE,23,200.66,95.25432,None,Montenegro,2003,67,9,2.4,1.6,0.018,0.104,0.19,0.554,0.11
WAS,26,195.58,96.161504,Virginia,USA,2002,62,2.7,0.7,0.6,0.015,0.097,0.184,0.443,0.115
PHI,23,200.66,92.98636,Memphis,USA,2006,67,6.6,1.9,0.4,0.04,0.091,0.186,0.514,0.037
POR,31,210.82,111.13004,Kansas,USA,1998,27,3.7,2.6,0.3,0.081,0.17,0.172,0.441,0.038
UTA,26,210.82,122.46984,Brigham Young,Brazil,2004,28,2.6,2.4,0.4,0.106,0.237,0.166,0.463,0.067
HOU,30,187.96,79.3786,Fresno State,USA,1998,82,13.3,3.4,5.4,0.011,0.094,0.193,0.496,0.232
BOS,21,185.42,77.564232,Kentucky,USA,2006,78,6.4,3.7,3.8,0.047,0.147,0.164,0.472,0.26
MIN,23,193.04,96.615096,Villanova,USA,2006,82,10.1,2.7,2.8,0.031,0.108,0.228,0.536,0.216
MIN,22,193.04,102.511792,North Carolina,USA,2005,37,5,1.3,1,0.03,0.073,0.204,0.454,0.111
SEA,27,208.28,104.32616,None,USA,1998,60,22.4,6.6,2.4,0.046,0.158,0.245,0.587,0.108
DET,32,210.82,104.32616,North Carolina,USA,1995,75,12.3,7.2,1.7,0.044,0.227,0.2,0.513,0.089
TOR,31,213.36,115.66596,None,Slovenia,1998,80,6.2,4.5,0.9,0.083,0.171,0.142,0.558,0.068
NOK,28,200.66,92.98636,La Salle,USA,2002,81,10.1,3.2,0.8,0.021,0.112,0.186,0.495,0.048
SEA,31,195.58,92.98636,Connecticut,USA,1996,55,26.4,4.5,4.1,0.03,0.103,0.293,0.564,0.183
CHA,23,185.42,89.811216,North Carolina,USA,2005,78,14,3.4,7,0.021,0.092,0.218,0.481,0.314
NYK,22,203.2,94.347136,South Carolina,USA,2006,68,4.9,4.3,0.6,0.104,0.211,0.154,0.531,0.071
DET,29,200.66,87.543256,Connecticut,USA,1999,75,19.8,3.8,3.8,0.032,0.091,0.26,0.551,0.184
NJN,27,200.66,104.32616,Arizona,USA,2001,55,16.3,4.4,2.7,0.029,0.116,0.22,0.555,0.131
MIN,27,200.66,102.511792,Iowa,USA,1998,81,17,3.9,4.8,0.022,0.098,0.219,0.566,0.215
SAS,36,208.28,108.86208,Alabama,USA,1992,68,3.9,3.4,1.1,0.078,0.157,0.137,0.48,0.106
SAC,30,205.74,111.13004,California,USA,1996,80,9.9,5,1.4,0.07,0.17,0.196,0.524,0.092
SAC,23,190.5,79.3786,Rutgers,USA,2006,42,2.8,0.9,0.4,0.032,0.08,0.178,0.449,0.071
LAC,21,200.66,82.553744,None,USA,2004,54,9.3,3.4,5.1,0.043,0.094,0.174,0.503,0.283
PHX,29,200.66,103.418976,Nevada-Las Vegas,USA,1999,80,17.5,9.8,1.7,0.071,0.223,0.192,0.594,0.065
MIN,28,195.58,105.686936,Austin Peay,USA,2001,76,6.7,3.2,2.7,0.046,0.082,0.119,0.529,0.138
ORL,21,203.2,95.25432,UCLA,USA,2004,57,8.9,4.4,1.1,0.096,0.143,0.19,0.567,0.092
IND,27,210.82,111.13004,Notre Dame,USA,2001,68,10.3,6.1,1.9,0.059,0.197,0.174,0.541,0.112
ATL,30,182.88,79.3786,Nebraska,USA,1998,56,11.4,1.9,3.6,0.016,0.072,0.211,0.534,0.242
CHI,20,205.74,97.52228,Louisiana State,USA,2006,72,5.2,3.7,0.6,0.107,0.203,0.204,0.521,0.066
NOK,24,215.9,106.59412,None,USA,2001,73,9.5,12.4,0.9,0.142,0.273,0.122,0.62,0.04
TOR,24,208.28,107.954896,None,USA,2005,20,1.9,0.7,0.1,0.092,0.13,0.237,0.599,0.036
HOU,24,193.04,88.45044,None,USA,2004,31,2.7,0.7,0.9,0.021,0.071,0.208,0.47,0.207
CHI,24,205.74,98.883056,None,Russia,2004,33,2.2,1.7,0.6,0.103,0.2,0.185,0.448,0.145
POR,22,205.74,97.52228,None,USA,2003,67,9.6,3.2,0.8,0.053,0.122,0.218,0.499,0.061
BOS,30,200.66,110.676448,Miami (OH),USA,1999,32,15,3.1,1.7,0.021,0.111,0.249,0.54,0.107
MIA,24,205.74,113.398,Kansas,USA,2005,8,2.9,1.4,0.5,0.057,0.091,0.146,0.441,0.082
TOR,28,190.5,74.389088,Maryland,USA,2002,81,9.6,2,1.5,0.017,0.085,0.204,0.516,0.112
PHI,25,190.5,91.171992,Detroit Mercy,USA,2003,74,11.3,2.1,1.5,0.027,0.076,0.255,0.458,0.111
HOU,26,228.6,140.61352,None,China,2002,48,25,9.4,2,0.076,0.238,0.331,0.601,0.115
POR,25,205.74,97.52228,Michigan State,USA,2001,68,23.6,10.1,2.2,0.101,0.257,0.33,0.537,0.126
LAL,26,208.28,106.140528,None,Serbia,2001,55,6.6,3.3,1.2,0.062,0.152,0.189,0.518,0.113
ORL,25,185.42,79.3786,Marquette,USA,2005,26,3.8,0.7,1.3,0.013,0.061,0.16,0.566,0.21
HOU,28,203.2,101.151016,None,USA,1997,71,24.6,5.3,6.5,0.025,0.143,0.347,0.515,0.353
SAS,25,187.96,81.64656,None,France,2001,77,18.6,3.2,5.5,0.017,0.101,0.273,0.572,0.307
IND,21,205.74,102.0582,Memphis,USA,2006,46,3.9,1.8,0.5,0.072,0.108,0.161,0.533,0.068
ATL,23,205.74,113.398,Duke,USA,2006,81,5.5,5.4,0.5,0.102,0.241,0.159,0.518,0.051
ATL,22,208.28,104.32616,South Florida,USA,2006,58,3.3,2.3,0.2,0.091,0.163,0.128,0.587,0.028
ATL,29,180.34,77.11064,Hofstra,USA,2000,42,5.3,1.9,4.4,0.013,0.081,0.166,0.363,0.291
GSW,29,203.2,98.883056,Butler Community College,USA,1997,75,15.5,3,3.8,0.027,0.075,0.22,0.54,0.183
NYK,30,187.96,92.98636,Georgia Tech,USA,1996,74,16.4,2.9,5.4,0.016,0.076,0.215,0.539,0.249
DEN,27,190.5,78.017824,Maryland,USA,2003,82,6.4,2.1,5,0.011,0.077,0.133,0.491,0.26
NYK,30,190.5,95.25432,Maryland,USA,1999,44,11.3,3.6,3.9,0.032,0.121,0.197,0.57,0.223
PHX,33,190.5,88.45044,Santa Clara,Canada,1996,76,18.6,3.5,11.6,0.014,0.096,0.228,0.654,0.468
HOU,24,208.28,99.79024,Marquette,USA,2006,35,1.5,0.7,0.2,0.022,0.136,0.134,0.501,0.055
PHI,25,213.36,108.86208,DePaul,USA,2001,70,6.4,4.8,0.4,0.086,0.159,0.134,0.573,0.028
MEM,27,205.74,104.32616,Louisiana State,USA,2000,54,7.8,4.6,0.3,0.098,0.186,0.208,0.517,0.029
TOR,24,182.88,74.84268,Texas,USA,2003,75,14,3.1,7.9,0.027,0.093,0.26,0.508,0.448
DET,27,205.74,97.52228,Kentucky,USA,2002,82,14.3,5.2,2.8,0.057,0.114,0.19,0.534,0.127
CHI,23,200.66,97.52228,None,Switzerland,2006,71,3.6,2.2,0.8,0.045,0.158,0.172,0.464,0.109
SAS,31,210.82,117.93392,Wake Forest,US Virgin Islands,1997,80,20,10.6,3.4,0.1,0.268,0.279,0.579,0.182
LAC,30,208.28,108.86208,Villanova,USA,1997,76,11,5,2.3,0.038,0.176,0.202,0.532,0.142
BOS,25,193.04,96.615096,Oklahoma State,USA,2004,33,11.5,3.8,1.7,0.054,0.132,0.22,0.596,0.12
ORL,31,210.82,108.86208,Texas Tech,USA,1997,66,6.1,5.2,0.5,0.073,0.186,0.136,0.513,0.036
NYK,27,198.12,104.32616,DePaul,USA,2000,49,13,7.2,2.2,0.049,0.203,0.189,0.532,0.113
MEM,24,205.74,108.86208,Mississippi State,USA,2005,54,5.2,4.8,0.6,0.118,0.204,0.139,0.533,0.048
CLE,22,203.2,108.86208,None,USA,2003,78,27.3,6.7,6,0.029,0.166,0.309,0.552,0.281
PHX,24,190.5,85.275296,None,Brazil,2003,80,18.1,2.7,4,0.01,0.084,0.234,0.595,0.188
BOS,23,203.2,108.86208,California,USA,2006,63,4.2,3.4,0.2,0.152,0.22,0.178,0.549,0.026
DEN,22,203.2,111.13004,Missouri,Lithuania,2005,79,7.6,3.4,0.6,0.058,0.145,0.175,0.561,0.047
DET,36,187.96,88.45044,Jackson State,USA,1993,52,4.9,0.9,1.8,0.014,0.061,0.187,0.495,0.225
ATL,31,210.82,115.66596,Memphis,USA,1996,67,2.6,3.2,0.6,0.096,0.157,0.106,0.439,0.06
PHI,20,185.42,79.3786,None,USA,2005,61,4.3,1.1,1.8,0.029,0.093,0.197,0.521,0.264
CLE,28,195.58,83.460928,Saint Louis,USA,1998,70,14.9,3.8,3.7,0.018,0.104,0.216,0.48,0.162
SEA,26,185.42,75.749864,Oregon,USA,2003,71,11,2.3,5.2,0.016,0.078,0.198,0.509,0.276
LAL,27,203.2,105.233344,Arizona,USA,2003,60,11.4,5,4.3,0.052,0.123,0.165,0.551,0.194
CHI,22,205.74,99.79024,Duke,United Kingdom,2004,82,18.8,7.1,2.5,0.056,0.157,0.222,0.56,0.115
HOU,24,190.5,83.91452,Illinois,USA,2005,80,10.9,3.2,2.4,0.016,0.115,0.184,0.584,0.155
IND,31,208.28,104.32616,Michigan,USA,1998,47,2.9,1.6,0.3,0.066,0.171,0.146,0.714,0.067
NYK,32,200.66,115.66596,Drexel,USA,1996,65,3,2.7,1,0.069,0.189,0.155,0.46,0.135
SAS,29,198.12,92.98636,None,Argentina,1999,75,16.5,4.4,3.5,0.036,0.153,0.265,0.609,0.223
NOK,32,208.28,114.758776,Temple,USA,1997,56,7.3,3.4,1,0.07,0.154,0.227,0.471,0.099
PHX,25,187.96,90.7184,Nevada-Las Vegas,USA,2003,45,4.9,0.8,1.3,0.022,0.067,0.237,0.497,0.223
DEN,33,210.82,106.59412,Massachusetts,USA,1996,70,11.2,11.7,3.2,0.08,0.3,0.159,0.519,0.137
LAL,27,208.28,104.32616,Rhode Island,USA,1999,56,15.9,9.8,4.8,0.055,0.232,0.196,0.552,0.193
POR,21,210.82,111.13004,Texas,USA,2006,63,9,5,0.4,0.125,0.157,0.191,0.533,0.03
CHA,27,215.9,114.305184,None,Slovenia,2000,58,5,3.2,0.4,0.108,0.161,0.184,0.474,0.044
PHX,28,203.2,104.32616,Georgia,USA,1999,18,2.2,1.3,0.1,0.045,0.153,0.195,0.386,0.011
MIN,25,203.2,108.86208,Mississippi,USA,2004,41,2.6,1.1,0.4,0.053,0.117,0.194,0.441,0.085
ORL,27,195.58,97.52228,Kentucky,USA,2003,59,5.1,1.6,1,0.021,0.095,0.151,0.546,0.094
BOS,22,208.28,127.00576,None,USA,2003,72,4.5,5.2,1.3,0.083,0.195,0.124,0.518,0.095
SAC,29,200.66,111.13004,New Mexico,USA,1999,62,5.3,6.1,1.2,0.108,0.216,0.136,0.492,0.085
MIN,31,210.82,114.758776,None,USA,1995,76,22.4,12.8,4.1,0.077,0.308,0.276,0.546,0.19
SAC,24,200.66,83.91452,Western Carolina,USA,2004,80,20.2,4.3,2.2,0.028,0.119,0.23,0.614,0.108
ORL,27,190.5,88.45044,Missouri,USA,2000,66,7.9,1.3,1.7,0.019,0.056,0.19,0.501,0.135
CHI,26,190.5,86.18248,Kansas,USA,2003,80,16.6,3.4,6.3,0.013,0.095,0.216,0.559,0.291
HOU,24,198.12,102.0582,Nevada,USA,2004,39,4.9,2.1,1,0.035,0.137,0.175,0.536,0.125
LAL,28,198.12,99.79024,None,USA,1996,77,31.6,5.7,5.4,0.028,0.132,0.333,0.58,0.249
TOR,22,205.74,106.59412,Minnesota,USA,2004,60,3.8,3.1,0.3,0.129,0.197,0.172,0.516,0.043
PHX,34,205.74,106.59412,Texas Christian,USA,1995,67,4.6,5.7,0.4,0.088,0.276,0.123,0.531,0.026
LAL,25,210.82,122.46984,None,USA,2001,41,8.4,6,1.8,0.092,0.179,0.152,0.573,0.097
PHI,26,200.66,95.25432,Creighton,USA,2003,74,14.4,3.5,1.4,0.016,0.12,0.212,0.569,0.083
NJN,21,190.5,92.98636,Connecticut,USA,2006,79,6.8,2.1,3.3,0.026,0.117,0.25,0.474,0.346
HOU,34,205.74,113.398,Michigan,USA,1994,80,9.7,5.9,1.6,0.077,0.184,0.191,0.517,0.105
MIN,31,213.36,113.398,Pittsburgh,USA,1997,82,12.3,6.2,0.8,0.066,0.166,0.199,0.546,0.045
MEM,27,203.2,98.883056,Florida,USA,2000,70,18.5,5.4,4.3,0.023,0.141,0.212,0.588,0.189
MIL,24,185.42,83.91452,Alabama,USA,2003,68,17.3,4.8,6.1,0.026,0.132,0.241,0.519,0.266
GSW,21,190.5,80.285784,None,USA,2005,77,16.5,3.2,4.1,0.026,0.077,0.225,0.545,0.185
TOR,29,200.66,99.79024,Michigan State,USA,2000,71,8.9,3.3,0.7,0.024,0.162,0.19,0.555,0.052
SEA,21,210.82,104.32616,None,Senegal,2006,28,1.9,1.6,0,0.096,0.215,0.19,0.429,0
NYK,23,175.26,81.64656,Washington,USA,2005,64,10.1,2.4,1.4,0.048,0.086,0.216,0.552,0.119
DET,29,208.28,113.398,Kentucky,USA,1998,51,5.6,4.5,0.2,0.134,0.207,0.184,0.554,0.02
NJN,23,213.36,117.93392,None,Serbia and Montenegro,2002,26,16.4,6.8,1.8,0.07,0.172,0.23,0.566,0.102
DEN,24,210.82,121.562656,None,Brazil,2002,64,12.2,7,1.2,0.103,0.193,0.196,0.611,0.072
IND,25,193.04,94.347136,Louisiana-Lafayette,USA,2005,41,1.5,1.1,0.5,0.053,0.152,0.179,0.432,0.15
CHA,33,205.74,106.59412,Georgetown,USA,1996,26,2.6,1.5,0.2,0.072,0.133,0.173,0.51,0.054
CHI,37,210.82,108.408488,Louisiana Tech,USA,1992,72,6.1,4.8,0.7,0.101,0.169,0.172,0.462,0.049
TOR,22,195.58,102.0582,Texas,USA,2006,17,1.8,1.4,0.2,0.122,0.194,0.169,0.533,0.061
ORL,30,205.74,107.954896,Notre Dame,USA,1998,33,2.2,1.3,0.4,0.054,0.13,0.156,0.456,0.082
GSW,21,213.36,112.944408,Bradley,USA,2006,16,1.9,1.3,0.6,0.074,0.13,0.174,0.393,0.106
MEM,26,213.36,117.93392,None,Spain,2001,59,20.8,9.8,3.4,0.084,0.233,0.25,0.593,0.166
UTA,22,203.2,117.026736,Louisiana Tech,USA,2006,82,6.8,5.2,0.8,0.152,0.208,0.178,0.571,0.068
BOS,29,198.12,104.32616,Kansas,USA,1998,47,25,5.9,4.1,0.026,0.16,0.305,0.571,0.209
NYK,22,198.12,99.79024,Temple,USA,2006,52,4.5,2,1.6,0.043,0.12,0.188,0.445,0.188
SEA,26,208.28,115.66596,Kansas,USA,2003,82,9.6,8.1,1,0.113,0.218,0.162,0.546,0.055
LAC,22,210.82,122.46984,Michigan State,USA,2006,31,1.6,1.4,0.2,0.116,0.146,0.161,0.452,0.08
SAC,29,185.42,86.18248,Arizona,USA,1998,82,17.1,3.2,4.7,0.016,0.095,0.241,0.532,0.235
IND,26,205.74,104.32616,Duke,USA,2002,82,12.8,5.3,2.8,0.036,0.152,0.19,0.542,0.142
MIN,28,200.66,101.604608,None,Serbia,2000,70,5.3,2.6,2.1,0.043,0.1,0.134,0.51,0.147
POR,20,200.66,103.872568,None,USA,2005,82,7,2.9,0.6,0.029,0.139,0.166,0.522,0.05
ATL,21,205.74,104.32616,North Carolina,USA,2005,64,13.1,5.3,1.9,0.046,0.144,0.201,0.51,0.094
GSW,27,200.66,102.511792,UCLA,USA,2002,76,9.8,4.6,2.1,0.053,0.156,0.183,0.547,0.131
SAS,27,208.28,108.86208,Florida,USA,2003,56,4.9,2.8,0.4,0.115,0.172,0.201,0.542,0.061
ATL,25,205.74,112.944408,Vanderbilt,USA,2004,19,2.1,1.3,0.4,0.055,0.127,0.179,0.353,0.088
UTA,31,200.66,102.0582,Georgia Tech,USA,1998,77,11.6,4.6,1.3,0.072,0.151,0.204,0.564,0.083
DAL,23,195.58,91.625584,Michigan State,USA,2006,32,2.2,0.7,0.2,0.005,0.107,0.214,0.408,0.065
GSW,25,198.12,97.52228,None,France,2003,72,11.1,4.5,0.9,0.045,0.143,0.172,0.59,0.049
CHI,24,203.2,122.46984,Georgetown,USA,2003,48,3.2,2.5,0.6,0.135,0.212,0.231,0.469,0.122
SEA,24,200.66,97.52228,None,USA,2005,70,4.6,2.5,0.8,0.056,0.11,0.128,0.535,0.07
MIL,27,198.12,97.52228,Ohio State,USA,2000,53,26.7,3.7,2.3,0.025,0.092,0.293,0.586,0.104
SAS,34,200.66,102.0582,Wisconsin,USA,1995,82,9,2.7,1.3,0.023,0.12,0.196,0.524,0.1
BOS,32,213.36,122.46984,Pacific,Nigeria,1998,24,1.7,2,0.2,0.067,0.184,0.124,0.423,0.038
SAC,27,200.66,117.93392,St. John's (NY),USA,1999,70,18.8,6.5,3.4,0.045,0.163,0.235,0.538,0.153
SAS,29,208.28,118.387512,Fresno State,USA,2002,30,3,1.8,0.6,0.05,0.142,0.186,0.442,0.115
UTA,28,210.82,119.294696,None,Turkey,2001,80,17.6,7.2,2,0.074,0.187,0.23,0.571,0.097
MIA,30,210.82,118.841104,Utah,USA,1998,56,3.6,2.8,0.4,0.076,0.195,0.154,0.518,0.053
SEA,29,185.42,83.91452,UCLA,USA,2001,78,10.7,2.9,6.8,0.021,0.087,0.188,0.517,0.359
ORL,22,210.82,120.20188,None,USA,2004,82,20.7,14.2,1.3,0.11,0.314,0.24,0.619,0.059
CHI,26,208.28,113.398,Kansas,USA,2002,69,12,8.6,1.2,0.092,0.23,0.203,0.495,0.062
MIA,22,205.74,95.25432,None,USA,2004,44,7.9,5,1.4,0.051,0.187,0.149,0.537,0.087
MIA,26,193.04,97.975872,Marquette,USA,2003,51,24.6,4.2,6.9,0.028,0.107,0.322,0.549,0.336
BOS,30,185.42,79.3786,Arizona State,USA,2000,78,7.5,2.1,1.9,0.016,0.117,0.194,0.534,0.182
MIL,30,210.82,111.13004,UCLA,Netherlands,2002,51,3.2,2.8,0.2,0.122,0.18,0.174,0.443,0.034
NYK,25,210.82,129.27372,None,USA,2001,59,13.2,4.7,0.5,0.085,0.124,0.241,0.578,0.04
DEN,31,203.2,106.59412,Oklahoma,Mexico,2000,78,5.9,4.3,1.2,0.074,0.143,0.119,0.57,0.079
LAC,29,203.2,115.212368,Duke,USA,1999,8,17.6,8,2,0.088,0.172,0.252,0.523,0.103
CHA,25,208.28,115.66596,Connecticut,USA,2004,82,13.8,10.7,0.9,0.108,0.262,0.201,0.553,0.044
SEA,35,205.74,111.13004,Connecticut,USA,1994,26,3.8,2.9,0.4,0.077,0.187,0.163,0.455,0.044
DAL,32,210.82,120.20188,Mississippi State,USA,1996,72,6.1,7.5,0.9,0.141,0.21,0.112,0.645,0.052
IND,28,190.5,89.357624,Shaw,USA,2002,42,9.4,2,3.4,0.029,0.073,0.248,0.483,0.266
SEA,32,213.36,106.59412,California,Netherlands,1999,63,3.3,3.2,0.4,0.071,0.211,0.172,0.416,0.051
SAC,26,200.66,88.45044,Louisville,Dominican Republic,2005,79,12.3,3.3,1.6,0.03,0.118,0.209,0.576,0.104
NYK,29,187.96,102.0582,Oregon,USA,2002,70,7.6,2.4,2.4,0.019,0.096,0.144,0.546,0.15
DAL,36,198.12,90.7184,Temple,USA,1994,47,3.7,2.8,1.5,0.023,0.145,0.11,0.473,0.105
PHX,37,200.66,97.52228,Nebraska,USA,1994,16,2.4,0.8,0.6,0.011,0.085,0.173,0.561,0.141
DAL,30,203.2,106.59412,Augsburg,USA,1999,53,3.7,2.6,0.7,0.04,0.149,0.144,0.437,0.068
